sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
347,day1/members/werner/15_0199.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.085_delta=0.003,outputs/03_anonymisation/03_nullface/images/day1/members/werner/15_0199.webp,heuristic_or_automatically_generated,no,yes
347,day1/members/werner/15_0199.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.085_delta=0.003,outputs/03_anonymisation/03_nullface/images/day1/members/werner/15_0199.webp,heuristic_or_automatically_generated,no,yes
348,day2/members/allie/13_0179.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.075_delta=0.004,outputs/03_anonymisation/03_nullface/images/day2/members/allie/13_0179.webp,heuristic_or_automatically_generated,no,yes
348,day2/members/allie/13_0179.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.075_delta=0.004,outputs/03_anonymisation/03_nullface/images/day2/members/allie/13_0179.webp,heuristic_or_automatically_generated,no,yes
349,day2/members/bjorn/16_0250.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.062_delta=0.004,outputs/03_anonymisation/03_nullface/images/day2/members/bjorn/16_0250.webp,heuristic_or_automatically_generated,no,yes
349,day2/members/bjorn/16_0250.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.062_delta=0.004,outputs/03_anonymisation/03_nullface/images/day2/members/bjorn/16_0250.webp,heuristic_or_automatically_generated,no,yes
350,day2/members/cathal/11_0063.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.016_delta=0.043,outputs/03_anonymisation/03_nullface/images/day2/members/cathal/11_0063.webp,heuristic_or_automatically_generated,no,yes
350,day2/members/cathal/11_0063.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.016_delta=0.043,outputs/03_anonymisation/03_nullface/images/day2/members/cathal/11_0063.webp,heuristic_or_automatically_generated,no,yes
351,day2/members/florian/12_0418.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.061_delta=0.005,outputs/03_anonymisation/03_nullface/images/day2/members/florian/12_0418.webp,heuristic_or_automatically_generated,no,yes
351,day2/members/florian/12_0418.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.061_delta=0.005,outputs/03_anonymisation/03_nullface/images/day2/members/florian/12_0418.webp,heuristic_or_automatically_generated,no,yes
352,day2/members/klaus/10_0219.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.015_delta=0.057,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/10_0219.webp,heuristic_or_automatically_generated,no,yes
352,day2/members/klaus/10_0219.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.015_delta=0.057,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/10_0219.webp,heuristic_or_automatically_generated,no,yes
353,day2/members/klaus/19_0493.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.034_delta=0.027,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/19_0493.webp,heuristic_or_automatically_generated,no,yes
353,day2/members/klaus/19_0493.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.034_delta=0.027,outputs/03_anonymisation/03_nullface/images/day2/members/klaus/19_0493.webp,heuristic_or_automatically_generated,no,yes
354,day2/members/luca/18_0197.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.080_delta=0.002,outputs/03_anonymisation/03_nullface/images/day2/members/luca/18_0197.webp,heuristic_or_automatically_generated,no,yes
354,day2/members/luca/18_0197.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.080_delta=0.002,outputs/03_anonymisation/03_nullface/images/day2/members/luca/18_0197.webp,heuristic_or_automatically_generated,no,yes
355,day2/members/onanong/16_0470.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.031_delta=0.001,outputs/03_anonymisation/03_nullface/images/day2/members/onanong/16_0470.webp,heuristic_or_automatically_generated,no,yes
355,day2/members/onanong/16_0470.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.031_delta=0.001,outputs/03_anonymisation/03_nullface/images/day2/members/onanong/16_0470.webp,heuristic_or_automatically_generated,no,yes
356,day2/members/tien/12_0597.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.044_delta=0.056,outputs/03_anonymisation/03_nullface/images/day2/members/tien/12_0597.webp,heuristic_or_automatically_generated,no,yes
356,day2/members/tien/12_0597.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.044_delta=0.056,outputs/03_anonymisation/03_nullface/images/day2/members/tien/12_0597.webp,heuristic_or_automatically_generated,no,yes
357,day2/members/werner/13_0648.webp,nullface,author,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.135_delta=0.006,outputs/03_anonymisation/03_nullface/images/day2/members/werner/13_0648.webp,heuristic_or_automatically_generated,no,yes
357,day2/members/werner/13_0648.webp,nullface,partner,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.135_delta=0.006,outputs/03_anonymisation/03_nullface/images/day2/members/werner/13_0648.webp,heuristic_or_automatically_generated,no,yes
358,day2/members/werner/20_0620.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.014_delta=0.003,outputs/03_anonymisation/03_nullface/images/day2/members/werner/20_0620.webp,heuristic_or_automatically_generated,no,yes
358,day2/members/werner/20_0620.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.014_delta=0.003,outputs/03_anonymisation/03_nullface/images/day2/members/werner/20_0620.webp,heuristic_or_automatically_generated,no,yes
359,day3/members/allie/18_0433.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.012_delta=0.056,outputs/03_anonymisation/03_nullface/images/day3/members/allie/18_0433.webp,heuristic_or_automatically_generated,no,yes
359,day3/members/allie/18_0433.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.012_delta=0.056,outputs/03_anonymisation/03_nullface/images/day3/members/allie/18_0433.webp,heuristic_or_automatically_generated,no,yes
360,day3/members/bjorn/19_0152.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.008_delta=0.022,outputs/03_anonymisation/03_nullface/images/day3/members/bjorn/19_0152.webp,heuristic_or_automatically_generated,no,yes
360,day3/members/bjorn/19_0152.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.008_delta=0.022,outputs/03_anonymisation/03_nullface/images/day3/members/bjorn/19_0152.webp,heuristic_or_automatically_generated,no,yes
361,day3/members/cathal/18_0053.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.064_delta=0.048,outputs/03_anonymisation/03_nullface/images/day3/members/cathal/18_0053.webp,heuristic_or_automatically_generated,no,yes
361,day3/members/cathal/18_0053.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.064_delta=0.048,outputs/03_anonymisation/03_nullface/images/day3/members/cathal/18_0053.webp,heuristic_or_automatically_generated,no,yes
362,day3/members/florian/18_0329.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.039_delta=0.053,outputs/03_anonymisation/03_nullface/images/day3/members/florian/18_0329.webp,heuristic_or_automatically_generated,no,yes
362,day3/members/florian/18_0329.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.039_delta=0.053,outputs/03_anonymisation/03_nullface/images/day3/members/florian/18_0329.webp,heuristic_or_automatically_generated,no,yes
363,day3/members/klaus/12_0484.webp,nullface,author,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.164_delta=0.009,outputs/03_anonymisation/03_nullface/images/day3/members/klaus/12_0484.webp,heuristic_or_automatically_generated,no,yes
363,day3/members/klaus/12_0484.webp,nullface,partner,0,1,geometry_or_expression_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.164_delta=0.009,outputs/03_anonymisation/03_nullface/images/day3/members/klaus/12_0484.webp,heuristic_or_automatically_generated,no,yes
364,day3/members/luca/11_0673.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.026_delta=0.111,outputs/03_anonymisation/03_nullface/images/day3/members/luca/11_0673.webp,heuristic_or_automatically_generated,no,yes
364,day3/members/luca/11_0673.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.026_delta=0.111,outputs/03_anonymisation/03_nullface/images/day3/members/luca/11_0673.webp,heuristic_or_automatically_generated,no,yes
365,day3/members/onanong/10_0301.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.077_delta=0.057,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/10_0301.webp,heuristic_or_automatically_generated,no,yes
365,day3/members/onanong/10_0301.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.077_delta=0.057,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/10_0301.webp,heuristic_or_automatically_generated,no,yes
366,day3/members/onanong/16_0351.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.022_delta=0.003,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/16_0351.webp,heuristic_or_automatically_generated,no,yes
366,day3/members/onanong/16_0351.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.022_delta=0.003,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/16_0351.webp,heuristic_or_automatically_generated,no,yes
367,day3/members/stevan/20_0667.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.074_delta=0.040,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/20_0667.webp,heuristic_or_automatically_generated,no,yes
367,day3/members/stevan/20_0667.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.074_delta=0.040,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/20_0667.webp,heuristic_or_automatically_generated,no,yes
368,day3/members/tien/18_0251.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.024_delta=0.033,outputs/03_anonymisation/03_nullface/images/day3/members/tien/18_0251.webp,heuristic_or_automatically_generated,no,yes
368,day3/members/tien/18_0251.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.024_delta=0.033,outputs/03_anonymisation/03_nullface/images/day3/members/tien/18_0251.webp,heuristic_or_automatically_generated,no,yes
369,day3/members/werner/16_0328.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.010_delta=0.035,outputs/03_anonymisation/03_nullface/images/day3/members/werner/16_0328.webp,heuristic_or_automatically_generated,no,yes
369,day3/members/werner/16_0328.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.010_delta=0.035,outputs/03_anonymisation/03_nullface/images/day3/members/werner/16_0328.webp,heuristic_or_automatically_generated,no,yes
370,day4/members/allie/11_0376.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.027_delta=0.045,outputs/03_anonymisation/03_nullface/images/day4/members/allie/11_0376.webp,heuristic_or_automatically_generated,no,yes
370,day4/members/allie/11_0376.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.027_delta=0.045,outputs/03_anonymisation/03_nullface/images/day4/members/allie/11_0376.webp,heuristic_or_automatically_generated,no,yes
371,day4/members/bao/12_0438.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.013_delta=0.059,outputs/03_anonymisation/03_nullface/images/day4/members/bao/12_0438.webp,heuristic_or_automatically_generated,no,yes
